departamento,municipio,ganador,segundo,votos_ganador,votos_segundo,porcentaje_ganador,porcentaje_segundo,total_votos_candidatos,margen_votos,margen_porcentual
NARINO,CUMBITARA,PETRO URREGO GUSTAVO FRANCISCO,DUQUE MARQUEZ IVAN,2338.0,114.0,90.06163328197226,4.391371340523883,2596.0,2224.0,85.67026194144837
