departamento,municipio,candidato,votos,total_votos_candidatos,porcentaje_municipal
CUNDINAMARCA,MACHETA,DE LA CALLE LOMBANA HUMBERTO,39,3393,1.1494252873563218
CUNDINAMARCA,MACHETA,DUQUE MARQUEZ IVAN,2418,3393,71.26436781609196
CUNDINAMARCA,MACHETA,FAJARDO VALDERRAMA SERGIO,483,3393,14.235190097259062
CUNDINAMARCA,MACHETA,MORALES HOYOS VIVIANE ALEIDA,6,3393,0.17683465959328026
CUNDINAMARCA,MACHETA,PETRO URREGO GUSTAVO FRANCISCO,194,3393,5.717653993516063
CUNDINAMARCA,MACHETA,TRUJILLO SARMIENTO JORGE ANTONIO,5,3393,0.14736221632773355
CUNDINAMARCA,MACHETA,VARGAS LLERAS GERMAN,248,3393,7.309165929855585
CUNDINAMARCA,MADRID,DE LA CALLE LOMBANA HUMBERTO,755,41925,1.8008348240906382
CUNDINAMARCA,MADRID,DUQUE MARQUEZ IVAN,14056,41925,33.52653548002385
CUNDINAMARCA,MADRID,FAJARDO VALDERRAMA SERGIO,15745,41925,37.5551580202743
CUNDINAMARCA,MADRID,MORALES HOYOS VIVIANE ALEIDA,123,41925,0.29338103756708406
CUNDINAMARCA,MADRID,PETRO URREGO GUSTAVO FRANCISCO,8753,41925,20.877757901013716
CUNDINAMARCA,MADRID,TRUJILLO SARMIENTO JORGE ANTONIO,240,41925,0.5724508050089445
CUNDINAMARCA,MADRID,VARGAS LLERAS GERMAN,2253,41925,5.373881932021467
CUNDINAMARCA,MANTA,DE LA CALLE LOMBANA HUMBERTO,29,2490,1.1646586345381527
CUNDINAMARCA,MANTA,DUQUE MARQUEZ IVAN,1584,2490,63.614457831325296
CUNDINAMARCA,MANTA,FAJARDO VALDERRAMA SERGIO,364,2490,14.61847389558233
CUNDINAMARCA,MANTA,MORALES HOYOS VIVIANE ALEIDA,3,2490,0.12048192771084339
CUNDINAMARCA,MANTA,PETRO URREGO GUSTAVO FRANCISCO,201,2490,8.072289156626505
CUNDINAMARCA,MANTA,TRUJILLO SARMIENTO JORGE ANTONIO,4,2490,0.1606425702811245
CUNDINAMARCA,MANTA,VARGAS LLERAS GERMAN,305,2490,12.248995983935743
CUNDINAMARCA,MEDINA,DE LA CALLE LOMBANA HUMBERTO,23,3865,0.5950840879689522
CUNDINAMARCA,MEDINA,DUQUE MARQUEZ IVAN,2698,3865,69.80595084087969
CUNDINAMARCA,MEDINA,FAJARDO VALDERRAMA SERGIO,330,3865,8.538163001293661
CUNDINAMARCA,MEDINA,MORALES HOYOS VIVIANE ALEIDA,5,3865,0.129366106080207
CUNDINAMARCA,MEDINA,PETRO URREGO GUSTAVO FRANCISCO,347,3865,8.978007761966365
CUNDINAMARCA,MEDINA,TRUJILLO SARMIENTO JORGE ANTONIO,5,3865,0.129366106080207
CUNDINAMARCA,MEDINA,VARGAS LLERAS GERMAN,457,3865,11.824062095730918
CUNDINAMARCA,MOSQUERA,DE LA CALLE LOMBANA HUMBERTO,841,47502,1.7704517704517704
CUNDINAMARCA,MOSQUERA,DUQUE MARQUEZ IVAN,13963,47502,29.39455180834491
CUNDINAMARCA,MOSQUERA,FAJARDO VALDERRAMA SERGIO,17181,47502,36.16900341038272
CUNDINAMARCA,MOSQUERA,MORALES HOYOS VIVIANE ALEIDA,109,47502,0.2294640225674708
CUNDINAMARCA,MOSQUERA,PETRO URREGO GUSTAVO FRANCISCO,11343,47502,23.87899456864974
CUNDINAMARCA,MOSQUERA,TRUJILLO SARMIENTO JORGE ANTONIO,227,47502,0.4778746158056503
CUNDINAMARCA,MOSQUERA,VARGAS LLERAS GERMAN,3838,47502,8.079659803797735
CUNDINAMARCA,NARINO,DE LA CALLE LOMBANA HUMBERTO,36,1166,3.0874785591766725
CUNDINAMARCA,NARINO,DUQUE MARQUEZ IVAN,582,1166,49.914236706689536
CUNDINAMARCA,NARINO,FAJARDO VALDERRAMA SERGIO,155,1166,13.293310463121784
CUNDINAMARCA,NARINO,MORALES HOYOS VIVIANE ALEIDA,8,1166,0.6861063464837049
CUNDINAMARCA,NARINO,PETRO URREGO GUSTAVO FRANCISCO,265,1166,22.727272727272727
CUNDINAMARCA,NARINO,TRUJILLO SARMIENTO JORGE ANTONIO,3,1166,0.2572898799313894
CUNDINAMARCA,NARINO,VARGAS LLERAS GERMAN,117,1166,10.034305317324185
CUNDINAMARCA,NEMOCON,DE LA CALLE LOMBANA HUMBERTO,132,6240,2.1153846153846154
CUNDINAMARCA,NEMOCON,DUQUE MARQUEZ IVAN,2342,6240,37.532051282051285
CUNDINAMARCA,NEMOCON,FAJARDO VALDERRAMA SERGIO,1851,6240,29.66346153846154
CUNDINAMARCA,NEMOCON,MORALES HOYOS VIVIANE ALEIDA,17,6240,0.2724358974358974
CUNDINAMARCA,NEMOCON,PETRO URREGO GUSTAVO FRANCISCO,1416,6240,22.692307692307693
CUNDINAMARCA,NEMOCON,TRUJILLO SARMIENTO JORGE ANTONIO,23,6240,0.36858974358974356
CUNDINAMARCA,NEMOCON,VARGAS LLERAS GERMAN,459,6240,7.355769230769231
CUNDINAMARCA,NILO,DE LA CALLE LOMBANA HUMBERTO,68,3265,2.082695252679939
CUNDINAMARCA,NILO,DUQUE MARQUEZ IVAN,1592,3265,48.75957120980092
CUNDINAMARCA,NILO,FAJARDO VALDERRAMA SERGIO,474,3265,14.517611026033691
CUNDINAMARCA,NILO,MORALES HOYOS VIVIANE ALEIDA,7,3265,0.21439509954058195
CUNDINAMARCA,NILO,PETRO URREGO GUSTAVO FRANCISCO,442,3265,13.537519142419601
CUNDINAMARCA,NILO,TRUJILLO SARMIENTO JORGE ANTONIO,12,3265,0.3675344563552833
CUNDINAMARCA,NILO,VARGAS LLERAS GERMAN,670,3265,20.520673813169985
CUNDINAMARCA,NIMAIMA,DE LA CALLE LOMBANA HUMBERTO,19,1898,1.0010537407797682
CUNDINAMARCA,NIMAIMA,DUQUE MARQUEZ IVAN,1271,1898,66.96522655426766
CUNDINAMARCA,NIMAIMA,FAJARDO VALDERRAMA SERGIO,226,1898,11.907270811380402
CUNDINAMARCA,NIMAIMA,MORALES HOYOS VIVIANE ALEIDA,6,1898,0.31612223393045313
CUNDINAMARCA,NIMAIMA,PETRO URREGO GUSTAVO FRANCISCO,105,1898,5.532139093782929
CUNDINAMARCA,NIMAIMA,TRUJILLO SARMIENTO JORGE ANTONIO,29,1898,1.5279241306638567
CUNDINAMARCA,NIMAIMA,VARGAS LLERAS GERMAN,242,1898,12.750263435194942
CUNDINAMARCA,NOCAIMA,DE LA CALLE LOMBANA HUMBERTO,20,3190,0.6269592476489028
CUNDINAMARCA,NOCAIMA,DUQUE MARQUEZ IVAN,1772,3190,55.54858934169279
CUNDINAMARCA,NOCAIMA,FAJARDO VALDERRAMA SERGIO,608,3190,19.059561128526646
CUNDINAMARCA,NOCAIMA,MORALES HOYOS VIVIANE ALEIDA,5,3190,0.1567398119122257
CUNDINAMARCA,NOCAIMA,PETRO URREGO GUSTAVO FRANCISCO,588,3190,18.432601880877744
CUNDINAMARCA,NOCAIMA,TRUJILLO SARMIENTO JORGE ANTONIO,1,3190,0.031347962382445145
CUNDINAMARCA,NOCAIMA,VARGAS LLERAS GERMAN,196,3190,6.144200626959248
CUNDINAMARCA,PACHO,DE LA CALLE LOMBANA HUMBERTO,128,11682,1.0957027906180448
CUNDINAMARCA,PACHO,DUQUE MARQUEZ IVAN,7021,11682,60.1010101010101
CUNDINAMARCA,PACHO,FAJARDO VALDERRAMA SERGIO,2074,11682,17.753809279233007
CUNDINAMARCA,PACHO,MORALES HOYOS VIVIANE ALEIDA,22,11682,0.18832391713747645
CUNDINAMARCA,PACHO,PETRO URREGO GUSTAVO FRANCISCO,978,11682,8.371854134566
CUNDINAMARCA,PACHO,TRUJILLO SARMIENTO JORGE ANTONIO,22,11682,0.18832391713747645
CUNDINAMARCA,PACHO,VARGAS LLERAS GERMAN,1437,11682,12.300975860297894
CUNDINAMARCA,PAIME,DE LA CALLE LOMBANA HUMBERTO,18,2109,0.8534850640113799
CUNDINAMARCA,PAIME,DUQUE MARQUEZ IVAN,1365,2109,64.7226173541963
CUNDINAMARCA,PAIME,FAJARDO VALDERRAMA SERGIO,144,2109,6.827880512091039
CUNDINAMARCA,PAIME,MORALES HOYOS VIVIANE ALEIDA,4,2109,0.1896633475580844
CUNDINAMARCA,PAIME,PETRO URREGO GUSTAVO FRANCISCO,211,2109,10.004741583688952
CUNDINAMARCA,PAIME,TRUJILLO SARMIENTO JORGE ANTONIO,5,2109,0.2370791844476055
CUNDINAMARCA,PAIME,VARGAS LLERAS GERMAN,362,2109,17.16453295400664
CUNDINAMARCA,PANDI,DE LA CALLE LOMBANA HUMBERTO,38,2102,1.8078020932445291
CUNDINAMARCA,PANDI,DUQUE MARQUEZ IVAN,1026,2102,48.81065651760228
CUNDINAMARCA,PANDI,FAJARDO VALDERRAMA SERGIO,265,2102,12.607040913415796
CUNDINAMARCA,PANDI,PETRO URREGO GUSTAVO FRANCISCO,581,2102,27.64034253092293
CUNDINAMARCA,PANDI,TRUJILLO SARMIENTO JORGE ANTONIO,3,2102,0.142721217887726
CUNDINAMARCA,PANDI,VARGAS LLERAS GERMAN,189,2102,8.991436726926736
CUNDINAMARCA,PARATEBUENO,DE LA CALLE LOMBANA HUMBERTO,24,4076,0.5888125613346418
CUNDINAMARCA,PARATEBUENO,DUQUE MARQUEZ IVAN,2665,4076,65.38272816486752
CUNDINAMARCA,PARATEBUENO,FAJARDO VALDERRAMA SERGIO,380,4076,9.322865554465162
CUNDINAMARCA,PARATEBUENO,MORALES HOYOS VIVIANE ALEIDA,5,4076,0.12266928361138371
CUNDINAMARCA,PARATEBUENO,PETRO URREGO GUSTAVO FRANCISCO,325,4076,7.973503434739941
CUNDINAMARCA,PARATEBUENO,TRUJILLO SARMIENTO JORGE ANTONIO,16,4076,0.39254170755642787
CUNDINAMARCA,PARATEBUENO,VARGAS LLERAS GERMAN,661,4076,16.216879293424928
CUNDINAMARCA,PASCA,DE LA CALLE LOMBANA HUMBERTO,142,3977,3.5705305506663314
CUNDINAMARCA,PASCA,DUQUE MARQUEZ IVAN,1268,3977,31.883329142569778
CUNDINAMARCA,PASCA,FAJARDO VALDERRAMA SERGIO,688,3977,17.299471963791802
CUNDINAMARCA,PASCA,MORALES HOYOS VIVIANE ALEIDA,7,3977,0.17601206939904449
CUNDINAMARCA,PASCA,PETRO URREGO GUSTAVO FRANCISCO,1617,3977,40.658788031179284
CUNDINAMARCA,PASCA,TRUJILLO SARMIENTO JORGE ANTONIO,12,3977,0.3017349761126477
CUNDINAMARCA,PASCA,VARGAS LLERAS GERMAN,243,3977,6.1101332662811165
CUNDINAMARCA,PUERTO SALGAR,DE LA CALLE LOMBANA HUMBERTO,86,6054,1.4205483977535514
CUNDINAMARCA,PUERTO SALGAR,DUQUE MARQUEZ IVAN,3390,6054,55.99603567888999
CUNDINAMARCA,PUERTO SALGAR,FAJARDO VALDERRAMA SERGIO,1066,6054,17.60819293029402
CUNDINAMARCA,PUERTO SALGAR,MORALES HOYOS VIVIANE ALEIDA,18,6054,0.29732408325074333
CUNDINAMARCA,PUERTO SALGAR,PETRO URREGO GUSTAVO FRANCISCO,963,6054,15.906838453914768
CUNDINAMARCA,PUERTO SALGAR,TRUJILLO SARMIENTO JORGE ANTONIO,10,6054,0.16518004625041297
CUNDINAMARCA,PUERTO SALGAR,VARGAS LLERAS GERMAN,521,6054,8.605880409646515
CUNDINAMARCA,PULI,DE LA CALLE LOMBANA HUMBERTO,8,1439,0.5559416261292565
CUNDINAMARCA,PULI,DUQUE MARQUEZ IVAN,862,1439,59.902710215427376
CUNDINAMARCA,PULI,FAJARDO VALDERRAMA SERGIO,94,1439,6.532314107018763
CUNDINAMARCA,PULI,MORALES HOYOS VIVIANE ALEIDA,4,1439,0.27797081306462823
CUNDINAMARCA,PULI,PETRO URREGO GUSTAVO FRANCISCO,141,1439,9.798471160528145
CUNDINAMARCA,PULI,TRUJILLO SARMIENTO JORGE ANTONIO,4,1439,0.27797081306462823
CUNDINAMARCA,PULI,VARGAS LLERAS GERMAN,326,1439,22.6546212647672
CUNDINAMARCA,QUEBRADANEGRA,DE LA CALLE LOMBANA HUMBERTO,4,2578,0.1551590380139643
CUNDINAMARCA,QUEBRADANEGRA,DUQUE MARQUEZ IVAN,1991,2578,77.23041117145074
CUNDINAMARCA,QUEBRADANEGRA,FAJARDO VALDERRAMA SERGIO,250,2578,9.69743987587277
CUNDINAMARCA,QUEBRADANEGRA,MORALES HOYOS VIVIANE ALEIDA,6,2578,0.23273855702094648
CUNDINAMARCA,QUEBRADANEGRA,PETRO URREGO GUSTAVO FRANCISCO,115,2578,4.460822342901475
CUNDINAMARCA,QUEBRADANEGRA,TRUJILLO SARMIENTO JORGE ANTONIO,1,2578,0.038789759503491075
CUNDINAMARCA,QUEBRADANEGRA,VARGAS LLERAS GERMAN,211,2578,8.184639255236617
CUNDINAMARCA,QUETAME,DE LA CALLE LOMBANA HUMBERTO,22,3312,0.6642512077294686
CUNDINAMARCA,QUETAME,DUQUE MARQUEZ IVAN,1694,3312,51.14734299516909
CUNDINAMARCA,QUETAME,FAJARDO VALDERRAMA SERGIO,512,3312,15.458937198067632
CUNDINAMARCA,QUETAME,MORALES HOYOS VIVIANE ALEIDA,2,3312,0.06038647342995169
CUNDINAMARCA,QUETAME,PETRO URREGO GUSTAVO FRANCISCO,697,3312,21.044685990338163
CUNDINAMARCA,QUETAME,TRUJILLO SARMIENTO JORGE ANTONIO,4,3312,0.12077294685990338
CUNDINAMARCA,QUETAME,VARGAS LLERAS GERMAN,381,3312,11.503623188405797
CUNDINAMARCA,QUIPILE,DE LA CALLE LOMBANA HUMBERTO,30,3253,0.9222256378727329
CUNDINAMARCA,QUIPILE,DUQUE MARQUEZ IVAN,2372,3253,72.91730710113741
CUNDINAMARCA,QUIPILE,FAJARDO VALDERRAMA SERGIO,207,3253,6.363356901321857
CUNDINAMARCA,QUIPILE,MORALES HOYOS VIVIANE ALEIDA,9,3253,0.27666769136181985
CUNDINAMARCA,QUIPILE,PETRO URREGO GUSTAVO FRANCISCO,257,3253,7.900399631109744
CUNDINAMARCA,QUIPILE,TRUJILLO SARMIENTO JORGE ANTONIO,10,3253,0.3074085459575776
CUNDINAMARCA,QUIPILE,VARGAS LLERAS GERMAN,368,3253,11.312634491238857
CUNDINAMARCA,RICAURTE,DE LA CALLE LOMBANA HUMBERTO,90,5917,1.5210410681088389
CUNDINAMARCA,RICAURTE,DUQUE MARQUEZ IVAN,2752,5917,46.51005577150583
CUNDINAMARCA,RICAURTE,FAJARDO VALDERRAMA SERGIO,1049,5917,17.728578671624135
CUNDINAMARCA,RICAURTE,MORALES HOYOS VIVIANE ALEIDA,10,5917,0.16900456312320433
CUNDINAMARCA,RICAURTE,PETRO URREGO GUSTAVO FRANCISCO,790,5917,13.35136048673314
CUNDINAMARCA,RICAURTE,TRUJILLO SARMIENTO JORGE ANTONIO,14,5917,0.23660638837248604
CUNDINAMARCA,RICAURTE,VARGAS LLERAS GERMAN,1212,5917,20.48335305053236
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,DE LA CALLE LOMBANA HUMBERTO,110,5066,2.1713383339913146
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,DUQUE MARQUEZ IVAN,2344,5066,46.269245953414924
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,FAJARDO VALDERRAMA SERGIO,1128,5066,22.266087643110936
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,MORALES HOYOS VIVIANE ALEIDA,12,5066,0.23687327279905251
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,PETRO URREGO GUSTAVO FRANCISCO,909,5066,17.943150414528226
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,TRUJILLO SARMIENTO JORGE ANTONIO,28,5066,0.5527043031977892
CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,VARGAS LLERAS GERMAN,535,5066,10.560600078957757
CUNDINAMARCA,SAN BERNARDO,DE LA CALLE LOMBANA HUMBERTO,38,3862,0.9839461418953911
CUNDINAMARCA,SAN BERNARDO,DUQUE MARQUEZ IVAN,2118,3862,54.84205075090627
CUNDINAMARCA,SAN BERNARDO,FAJARDO VALDERRAMA SERGIO,609,3862,15.769031589849819
CUNDINAMARCA,SAN BERNARDO,MORALES HOYOS VIVIANE ALEIDA,10,3862,0.25893319523562924
CUNDINAMARCA,SAN BERNARDO,PETRO URREGO GUSTAVO FRANCISCO,817,3862,21.154842050750904
CUNDINAMARCA,SAN BERNARDO,TRUJILLO SARMIENTO JORGE ANTONIO,9,3862,0.2330398757120663
CUNDINAMARCA,SAN BERNARDO,VARGAS LLERAS GERMAN,261,3862,6.758156395649922
CUNDINAMARCA,SAN CAYETANO,DE LA CALLE LOMBANA HUMBERTO,20,2050,0.975609756097561
CUNDINAMARCA,SAN CAYETANO,DUQUE MARQUEZ IVAN,1418,2050,69.17073170731707
CUNDINAMARCA,SAN CAYETANO,FAJARDO VALDERRAMA SERGIO,168,2050,8.195121951219512
CUNDINAMARCA,SAN CAYETANO,MORALES HOYOS VIVIANE ALEIDA,8,2050,0.3902439024390244
CUNDINAMARCA,SAN CAYETANO,PETRO URREGO GUSTAVO FRANCISCO,178,2050,8.682926829268292
CUNDINAMARCA,SAN CAYETANO,TRUJILLO SARMIENTO JORGE ANTONIO,8,2050,0.3902439024390244
CUNDINAMARCA,SAN CAYETANO,VARGAS LLERAS GERMAN,250,2050,12.195121951219512
CUNDINAMARCA,SAN FRANCISCO,DE LA CALLE LOMBANA HUMBERTO,56,5130,1.091617933723197
CUNDINAMARCA,SAN FRANCISCO,DUQUE MARQUEZ IVAN,3123,5130,60.877192982456144
CUNDINAMARCA,SAN FRANCISCO,FAJARDO VALDERRAMA SERGIO,1071,5130,20.87719298245614
CUNDINAMARCA,SAN FRANCISCO,MORALES HOYOS VIVIANE ALEIDA,7,5130,0.13645224171539963
CUNDINAMARCA,SAN FRANCISCO,PETRO URREGO GUSTAVO FRANCISCO,583,5130,11.364522417153996
CUNDINAMARCA,SAN FRANCISCO,TRUJILLO SARMIENTO JORGE ANTONIO,5,5130,0.09746588693957114
CUNDINAMARCA,SAN FRANCISCO,VARGAS LLERAS GERMAN,285,5130,5.555555555555555
CUNDINAMARCA,SAN JUAN DE RIOSECO,DE LA CALLE LOMBANA HUMBERTO,72,4625,1.5567567567567566
CUNDINAMARCA,SAN JUAN DE RIOSECO,DUQUE MARQUEZ IVAN,2770,4625,59.89189189189189
CUNDINAMARCA,SAN JUAN DE RIOSECO,FAJARDO VALDERRAMA SERGIO,439,4625,9.491891891891893
CUNDINAMARCA,SAN JUAN DE RIOSECO,MORALES HOYOS VIVIANE ALEIDA,14,4625,0.3027027027027027
CUNDINAMARCA,SAN JUAN DE RIOSECO,PETRO URREGO GUSTAVO FRANCISCO,601,4625,12.994594594594593
CUNDINAMARCA,SAN JUAN DE RIOSECO,TRUJILLO SARMIENTO JORGE ANTONIO,52,4625,1.1243243243243244
CUNDINAMARCA,SAN JUAN DE RIOSECO,VARGAS LLERAS GERMAN,677,4625,14.63783783783784
CUNDINAMARCA,SASAIMA,DE LA CALLE LOMBANA HUMBERTO,57,4961,1.148961902842169
CUNDINAMARCA,SASAIMA,DUQUE MARQUEZ IVAN,3200,4961,64.50312437008667
CUNDINAMARCA,SASAIMA,FAJARDO VALDERRAMA SERGIO,938,4961,18.907478330981657
CUNDINAMARCA,SASAIMA,MORALES HOYOS VIVIANE ALEIDA,11,4961,0.22172949002217296
CUNDINAMARCA,SASAIMA,PETRO URREGO GUSTAVO FRANCISCO,455,4961,9.171537996371699
CUNDINAMARCA,SASAIMA,TRUJILLO SARMIENTO JORGE ANTONIO,19,4961,0.38298730094738964
CUNDINAMARCA,SASAIMA,VARGAS LLERAS GERMAN,281,4961,5.664180608748237
CUNDINAMARCA,SESQUILE,DE LA CALLE LOMBANA HUMBERTO,69,5137,1.3431964181428848
CUNDINAMARCA,SESQUILE,DUQUE MARQUEZ IVAN,1948,5137,37.920965544091885
CUNDINAMARCA,SESQUILE,FAJARDO VALDERRAMA SERGIO,1802,5137,35.078839789760565
CUNDINAMARCA,SESQUILE,MORALES HOYOS VIVIANE ALEIDA,17,5137,0.33093245084679773
CUNDINAMARCA,SESQUILE,PETRO URREGO GUSTAVO FRANCISCO,970,5137,18.882616313023163
CUNDINAMARCA,SESQUILE,TRUJILLO SARMIENTO JORGE ANTONIO,6,5137,0.1167996885341639
CUNDINAMARCA,SESQUILE,VARGAS LLERAS GERMAN,325,5137,6.326649795600544
CUNDINAMARCA,SIBATE,DE LA CALLE LOMBANA HUMBERTO,394,15622,2.5220842401741135
CUNDINAMARCA,SIBATE,DUQUE MARQUEZ IVAN,5356,15622,34.2849827166816
CUNDINAMARCA,SIBATE,FAJARDO VALDERRAMA SERGIO,4166,15622,26.667520163871462
CUNDINAMARCA,SIBATE,MORALES HOYOS VIVIANE ALEIDA,29,15622,0.18563564204327232
CUNDINAMARCA,SIBATE,PETRO URREGO GUSTAVO FRANCISCO,4479,15622,28.671104852131606
CUNDINAMARCA,SIBATE,TRUJILLO SARMIENTO JORGE ANTONIO,47,15622,0.30085776469082065
CUNDINAMARCA,SIBATE,VARGAS LLERAS GERMAN,1151,15622,7.367814620407118
CUNDINAMARCA,SILVANIA,DE LA CALLE LOMBANA HUMBERTO,161,9868,1.631536278881232
CUNDINAMARCA,SILVANIA,DUQUE MARQUEZ IVAN,5735,9868,58.11714633157682
CUNDINAMARCA,SILVANIA,FAJARDO VALDERRAMA SERGIO,1619,9868,16.406566680178354
CUNDINAMARCA,SILVANIA,MORALES HOYOS VIVIANE ALEIDA,22,9868,0.2229428455614106
CUNDINAMARCA,SILVANIA,PETRO URREGO GUSTAVO FRANCISCO,1692,9868,17.146331576813946
CUNDINAMARCA,SILVANIA,TRUJILLO SARMIENTO JORGE ANTONIO,9,9868,0.09120389136603162
CUNDINAMARCA,SILVANIA,VARGAS LLERAS GERMAN,630,9868,6.384272395622213
CUNDINAMARCA,SIMIJACA,DE LA CALLE LOMBANA HUMBERTO,54,5212,1.0360706062931695
CUNDINAMARCA,SIMIJACA,DUQUE MARQUEZ IVAN,2517,5212,48.292402148887184
CUNDINAMARCA,SIMIJACA,FAJARDO VALDERRAMA SERGIO,1294,5212,24.827321565617805
CUNDINAMARCA,SIMIJACA,MORALES HOYOS VIVIANE ALEIDA,7,5212,0.1343054489639294
CUNDINAMARCA,SIMIJACA,PETRO URREGO GUSTAVO FRANCISCO,867,5212,16.634689178818114
CUNDINAMARCA,SIMIJACA,TRUJILLO SARMIENTO JORGE ANTONIO,6,5212,0.11511895625479662
CUNDINAMARCA,SIMIJACA,VARGAS LLERAS GERMAN,467,5212,8.960092095165004
CUNDINAMARCA,SOACHA,DE LA CALLE LOMBANA HUMBERTO,3009,145578,2.0669331904546016
CUNDINAMARCA,SOACHA,DUQUE MARQUEZ IVAN,41539,145578,28.533844399565865
CUNDINAMARCA,SOACHA,FAJARDO VALDERRAMA SERGIO,39266,145578,26.972482105812688
CUNDINAMARCA,SOACHA,MORALES HOYOS VIVIANE ALEIDA,370,145578,0.2541592823091401
CUNDINAMARCA,SOACHA,PETRO URREGO GUSTAVO FRANCISCO,53200,145578,36.543983294179064
CUNDINAMARCA,SOACHA,TRUJILLO SARMIENTO JORGE ANTONIO,705,145578,0.48427647034579396
CUNDINAMARCA,SOACHA,VARGAS LLERAS GERMAN,7489,145578,5.144321257332838
CUNDINAMARCA,SOPO,DE LA CALLE LOMBANA HUMBERTO,206,12771,1.6130295200062643
CUNDINAMARCA,SOPO,DUQUE MARQUEZ IVAN,3388,12771,26.528854435831178
CUNDINAMARCA,SOPO,FAJARDO VALDERRAMA SERGIO,4914,12771,38.47780126849894
CUNDINAMARCA,SOPO,MORALES HOYOS VIVIANE ALEIDA,18,12771,0.14094432699083861
CUNDINAMARCA,SOPO,PETRO URREGO GUSTAVO FRANCISCO,3642,12771,28.51773549447968
CUNDINAMARCA,SOPO,TRUJILLO SARMIENTO JORGE ANTONIO,23,12771,0.18009552893273822
CUNDINAMARCA,SOPO,VARGAS LLERAS GERMAN,580,12771,4.541539425260355
CUNDINAMARCA,SUBACHOQUE,DE LA CALLE LOMBANA HUMBERTO,81,8077,1.0028475919276958
CUNDINAMARCA,SUBACHOQUE,DUQUE MARQUEZ IVAN,4476,8077,55.41661507985638
CUNDINAMARCA,SUBACHOQUE,FAJARDO VALDERRAMA SERGIO,2307,8077,28.56258511823697
CUNDINAMARCA,SUBACHOQUE,MORALES HOYOS VIVIANE ALEIDA,16,8077,0.19809335149189056
CUNDINAMARCA,SUBACHOQUE,PETRO URREGO GUSTAVO FRANCISCO,690,8077,8.54277578308778
CUNDINAMARCA,SUBACHOQUE,TRUJILLO SARMIENTO JORGE ANTONIO,30,8077,0.37142503404729477
CUNDINAMARCA,SUBACHOQUE,VARGAS LLERAS GERMAN,477,8077,5.905658041351987
CUNDINAMARCA,SUESCA,DE LA CALLE LOMBANA HUMBERTO,172,6459,2.6629509211952316
CUNDINAMARCA,SUESCA,DUQUE MARQUEZ IVAN,1610,6459,24.92645920421118
CUNDINAMARCA,SUESCA,FAJARDO VALDERRAMA SERGIO,2796,6459,43.288434742220154
CUNDINAMARCA,SUESCA,MORALES HOYOS VIVIANE ALEIDA,20,6459,0.3096454559529339
CUNDINAMARCA,SUESCA,PETRO URREGO GUSTAVO FRANCISCO,1328,6459,20.560458275274808
CUNDINAMARCA,SUESCA,TRUJILLO SARMIENTO JORGE ANTONIO,35,6459,0.5418795479176344
CUNDINAMARCA,SUESCA,VARGAS LLERAS GERMAN,498,6459,7.710171853228054
CUNDINAMARCA,SUPATA,DE LA CALLE LOMBANA HUMBERTO,23,2349,0.9791400595998296
CUNDINAMARCA,SUPATA,DUQUE MARQUEZ IVAN,1617,2349,68.83780332056195
CUNDINAMARCA,SUPATA,FAJARDO VALDERRAMA SERGIO,360,2349,15.32567049808429
CUNDINAMARCA,SUPATA,MORALES HOYOS VIVIANE ALEIDA,2,2349,0.08514261387824607
CUNDINAMARCA,SUPATA,PETRO URREGO GUSTAVO FRANCISCO,149,2349,6.343124733929331
CUNDINAMARCA,SUPATA,TRUJILLO SARMIENTO JORGE ANTONIO,2,2349,0.08514261387824607
CUNDINAMARCA,SUPATA,VARGAS LLERAS GERMAN,196,2349,8.343976160068115
CUNDINAMARCA,SUSA,DE LA CALLE LOMBANA HUMBERTO,41,2697,1.5202076381164256
CUNDINAMARCA,SUSA,DUQUE MARQUEZ IVAN,1362,2697,50.50055617352614
CUNDINAMARCA,SUSA,FAJARDO VALDERRAMA SERGIO,487,2697,18.057100482017056
CUNDINAMARCA,SUSA,MORALES HOYOS VIVIANE ALEIDA,4,2697,0.14831294030404152
CUNDINAMARCA,SUSA,PETRO URREGO GUSTAVO FRANCISCO,508,2697,18.835743418613273
CUNDINAMARCA,SUSA,TRUJILLO SARMIENTO JORGE ANTONIO,9,2697,0.33370411568409347
CUNDINAMARCA,SUSA,VARGAS LLERAS GERMAN,286,2697,10.604375231738969
CUNDINAMARCA,SUTATAUSA,DE LA CALLE LOMBANA HUMBERTO,35,2262,1.5473032714412025
CUNDINAMARCA,SUTATAUSA,DUQUE MARQUEZ IVAN,1084,2262,47.92219274977896
CUNDINAMARCA,SUTATAUSA,FAJARDO VALDERRAMA SERGIO,726,2262,32.09549071618037
CUNDINAMARCA,SUTATAUSA,MORALES HOYOS VIVIANE ALEIDA,5,2262,0.22104332449160036
CUNDINAMARCA,SUTATAUSA,PETRO URREGO GUSTAVO FRANCISCO,280,2262,12.37842617152962
