departamento,municipio,candidato,votos,total_votos_candidatos,porcentaje_municipal
ANTIOQUIA,SAN PEDRO DE URABA,TRUJILLO SARMIENTO JORGE ANTONIO,58,9208,0.629887054735013
ANTIOQUIA,SAN PEDRO DE URABA,VARGAS LLERAS GERMAN,963,9208,10.458297132927889
ANTIOQUIA,SAN RAFAEL,DE LA CALLE LOMBANA HUMBERTO,50,5719,0.8742787200559538
ANTIOQUIA,SAN RAFAEL,DUQUE MARQUEZ IVAN,3792,5719,66.30529812904355
ANTIOQUIA,SAN RAFAEL,FAJARDO VALDERRAMA SERGIO,1415,5719,24.742087777583492
ANTIOQUIA,SAN RAFAEL,MORALES HOYOS VIVIANE ALEIDA,18,5719,0.3147403392201434
ANTIOQUIA,SAN RAFAEL,PETRO URREGO GUSTAVO FRANCISCO,295,5719,5.1582444483301275
ANTIOQUIA,SAN RAFAEL,TRUJILLO SARMIENTO JORGE ANTONIO,12,5719,0.20982689281342895
ANTIOQUIA,SAN RAFAEL,VARGAS LLERAS GERMAN,137,5719,2.3955236929533137
ANTIOQUIA,SAN ROQUE,DE LA CALLE LOMBANA HUMBERTO,99,6217,1.5924079137847837
ANTIOQUIA,SAN ROQUE,DUQUE MARQUEZ IVAN,4676,6217,75.21312530159241
ANTIOQUIA,SAN ROQUE,FAJARDO VALDERRAMA SERGIO,912,6217,14.669454720926492
ANTIOQUIA,SAN ROQUE,MORALES HOYOS VIVIANE ALEIDA,20,6217,0.32169856844137046
ANTIOQUIA,SAN ROQUE,PETRO URREGO GUSTAVO FRANCISCO,284,6217,4.56811967186746
ANTIOQUIA,SAN ROQUE,TRUJILLO SARMIENTO JORGE ANTONIO,12,6217,0.19301914106482226
ANTIOQUIA,SAN ROQUE,VARGAS LLERAS GERMAN,214,6217,3.4421746823226638
ANTIOQUIA,SAN VICENTE FERRER,DE LA CALLE LOMBANA HUMBERTO,119,9512,1.2510513036164845
ANTIOQUIA,SAN VICENTE FERRER,DUQUE MARQUEZ IVAN,6895,9512,72.48738435660219
ANTIOQUIA,SAN VICENTE FERRER,FAJARDO VALDERRAMA SERGIO,1784,9512,18.755256518082422
ANTIOQUIA,SAN VICENTE FERRER,MORALES HOYOS VIVIANE ALEIDA,24,9512,0.2523128679562658
ANTIOQUIA,SAN VICENTE FERRER,PETRO URREGO GUSTAVO FRANCISCO,508,9512,5.340622371740959
ANTIOQUIA,SAN VICENTE FERRER,TRUJILLO SARMIENTO JORGE ANTONIO,17,9512,0.17872161480235493
ANTIOQUIA,SAN VICENTE FERRER,VARGAS LLERAS GERMAN,165,9512,1.7346509671993273
ANTIOQUIA,SANTA BARBARA,DE LA CALLE LOMBANA HUMBERTO,194,9393,2.065367827105291
ANTIOQUIA,SANTA BARBARA,DUQUE MARQUEZ IVAN,5198,9393,55.3390822953263
ANTIOQUIA,SANTA BARBARA,FAJARDO VALDERRAMA SERGIO,2570,9393,27.36080059618865
ANTIOQUIA,SANTA BARBARA,MORALES HOYOS VIVIANE ALEIDA,19,9393,0.20227829234536354
ANTIOQUIA,SANTA BARBARA,PETRO URREGO GUSTAVO FRANCISCO,629,9393,6.696476099222826
ANTIOQUIA,SANTA BARBARA,TRUJILLO SARMIENTO JORGE ANTONIO,25,9393,0.2661556478228468
ANTIOQUIA,SANTA BARBARA,VARGAS LLERAS GERMAN,758,9393,8.069839241988715
ANTIOQUIA,SANTA FE DE ANTIOQUIA,DE LA CALLE LOMBANA HUMBERTO,233,9377,2.484803241975045
ANTIOQUIA,SANTA FE DE ANTIOQUIA,DUQUE MARQUEZ IVAN,5791,9377,61.757491735096515
ANTIOQUIA,SANTA FE DE ANTIOQUIA,FAJARDO VALDERRAMA SERGIO,2190,9377,23.35501759624613
ANTIOQUIA,SANTA FE DE ANTIOQUIA,MORALES HOYOS VIVIANE ALEIDA,17,9377,0.1812946571398102
ANTIOQUIA,SANTA FE DE ANTIOQUIA,PETRO URREGO GUSTAVO FRANCISCO,772,9377,8.232910312466673
ANTIOQUIA,SANTA FE DE ANTIOQUIA,TRUJILLO SARMIENTO JORGE ANTONIO,17,9377,0.1812946571398102
ANTIOQUIA,SANTA FE DE ANTIOQUIA,VARGAS LLERAS GERMAN,357,9377,3.8071877999360133
ANTIOQUIA,SANTA ROSA DE OSOS,DE LA CALLE LOMBANA HUMBERTO,226,14433,1.565856024388554
ANTIOQUIA,SANTA ROSA DE OSOS,DUQUE MARQUEZ IVAN,9242,14433,64.03381140442043
ANTIOQUIA,SANTA ROSA DE OSOS,FAJARDO VALDERRAMA SERGIO,3932,14433,27.243123397769004
ANTIOQUIA,SANTA ROSA DE OSOS,MORALES HOYOS VIVIANE ALEIDA,36,14433,0.2494283932654334
ANTIOQUIA,SANTA ROSA DE OSOS,PETRO URREGO GUSTAVO FRANCISCO,581,14433,4.025497124644911
ANTIOQUIA,SANTA ROSA DE OSOS,TRUJILLO SARMIENTO JORGE ANTONIO,38,14433,0.2632855262246241
ANTIOQUIA,SANTA ROSA DE OSOS,VARGAS LLERAS GERMAN,378,14433,2.618998129287051
ANTIOQUIA,SANTO DOMINGO,DE LA CALLE LOMBANA HUMBERTO,79,4120,1.9174757281553398
ANTIOQUIA,SANTO DOMINGO,DUQUE MARQUEZ IVAN,2609,4120,63.3252427184466
ANTIOQUIA,SANTO DOMINGO,FAJARDO VALDERRAMA SERGIO,763,4120,18.519417475728154
ANTIOQUIA,SANTO DOMINGO,MORALES HOYOS VIVIANE ALEIDA,14,4120,0.33980582524271846
ANTIOQUIA,SANTO DOMINGO,PETRO URREGO GUSTAVO FRANCISCO,197,4120,4.781553398058253
ANTIOQUIA,SANTO DOMINGO,TRUJILLO SARMIENTO JORGE ANTONIO,14,4120,0.33980582524271846
ANTIOQUIA,SANTO DOMINGO,VARGAS LLERAS GERMAN,444,4120,10.776699029126213
ANTIOQUIA,SEGOVIA,DE LA CALLE LOMBANA HUMBERTO,115,6997,1.6435615263684435
ANTIOQUIA,SEGOVIA,DUQUE MARQUEZ IVAN,1778,6997,25.41089038159211
ANTIOQUIA,SEGOVIA,FAJARDO VALDERRAMA SERGIO,3180,6997,45.448049163927394
ANTIOQUIA,SEGOVIA,MORALES HOYOS VIVIANE ALEIDA,23,6997,0.3287123052736887
ANTIOQUIA,SEGOVIA,PETRO URREGO GUSTAVO FRANCISCO,1605,6997,22.93840217235958
ANTIOQUIA,SEGOVIA,TRUJILLO SARMIENTO JORGE ANTONIO,80,6997,1.1433471487780478
ANTIOQUIA,SEGOVIA,VARGAS LLERAS GERMAN,216,6997,3.087037301700729
ANTIOQUIA,SONSON,DE LA CALLE LOMBANA HUMBERTO,154,13673,1.1263073209975865
ANTIOQUIA,SONSON,DUQUE MARQUEZ IVAN,10922,13673,79.88005558399766
ANTIOQUIA,SONSON,FAJARDO VALDERRAMA SERGIO,1837,13673,13.435237329042637
ANTIOQUIA,SONSON,MORALES HOYOS VIVIANE ALEIDA,30,13673,0.2194105170774519
ANTIOQUIA,SONSON,PETRO URREGO GUSTAVO FRANCISCO,422,13673,3.08637460688949
ANTIOQUIA,SONSON,TRUJILLO SARMIENTO JORGE ANTONIO,33,13673,0.2413515687851971
ANTIOQUIA,SONSON,VARGAS LLERAS GERMAN,275,13673,2.011263073209976
ANTIOQUIA,SOPETRAN,DE LA CALLE LOMBANA HUMBERTO,362,5681,6.37211758493223
ANTIOQUIA,SOPETRAN,DUQUE MARQUEZ IVAN,3222,5681,56.715367012849846
ANTIOQUIA,SOPETRAN,FAJARDO VALDERRAMA SERGIO,1431,5681,25.189227248723817
ANTIOQUIA,SOPETRAN,MORALES HOYOS VIVIANE ALEIDA,4,5681,0.07041013906002465
ANTIOQUIA,SOPETRAN,PETRO URREGO GUSTAVO FRANCISCO,362,5681,6.37211758493223
ANTIOQUIA,SOPETRAN,TRUJILLO SARMIENTO JORGE ANTONIO,26,5681,0.4576659038901602
ANTIOQUIA,SOPETRAN,VARGAS LLERAS GERMAN,274,5681,4.823094525611689
ANTIOQUIA,TAMESIS,DE LA CALLE LOMBANA HUMBERTO,88,7149,1.2309413904042523
ANTIOQUIA,TAMESIS,DUQUE MARQUEZ IVAN,4451,7149,62.26045600783326
ANTIOQUIA,TAMESIS,FAJARDO VALDERRAMA SERGIO,1901,7149,26.59113162680095
ANTIOQUIA,TAMESIS,MORALES HOYOS VIVIANE ALEIDA,12,7149,0.1678556441460344
ANTIOQUIA,TAMESIS,PETRO URREGO GUSTAVO FRANCISCO,450,7149,6.294586655476291
ANTIOQUIA,TAMESIS,TRUJILLO SARMIENTO JORGE ANTONIO,11,7149,0.15386767380053154
ANTIOQUIA,TAMESIS,VARGAS LLERAS GERMAN,236,7149,3.3011610015386763
ANTIOQUIA,TARAZA,DE LA CALLE LOMBANA HUMBERTO,141,5236,2.6928953399541635
ANTIOQUIA,TARAZA,DUQUE MARQUEZ IVAN,1985,5236,37.91061879297173
ANTIOQUIA,TARAZA,FAJARDO VALDERRAMA SERGIO,1315,5236,25.114591291061878
ANTIOQUIA,TARAZA,MORALES HOYOS VIVIANE ALEIDA,21,5236,0.4010695187165776
ANTIOQUIA,TARAZA,PETRO URREGO GUSTAVO FRANCISCO,1275,5236,24.350649350649352
ANTIOQUIA,TARAZA,TRUJILLO SARMIENTO JORGE ANTONIO,18,5236,0.3437738731856379
ANTIOQUIA,TARAZA,VARGAS LLERAS GERMAN,481,5236,9.186401833460657
ANTIOQUIA,TARSO,DE LA CALLE LOMBANA HUMBERTO,107,1990,5.376884422110552
ANTIOQUIA,TARSO,DUQUE MARQUEZ IVAN,1179,1990,59.246231155778894
ANTIOQUIA,TARSO,FAJARDO VALDERRAMA SERGIO,299,1990,15.025125628140703
ANTIOQUIA,TARSO,MORALES HOYOS VIVIANE ALEIDA,2,1990,0.10050251256281408
ANTIOQUIA,TARSO,PETRO URREGO GUSTAVO FRANCISCO,142,1990,7.135678391959798
ANTIOQUIA,TARSO,TRUJILLO SARMIENTO JORGE ANTONIO,3,1990,0.1507537688442211
ANTIOQUIA,TARSO,VARGAS LLERAS GERMAN,258,1990,12.964824120603016
ANTIOQUIA,TITIRIBI,DE LA CALLE LOMBANA HUMBERTO,40,2869,1.394214011850819
ANTIOQUIA,TITIRIBI,DUQUE MARQUEZ IVAN,1483,2869,51.69048448936911
ANTIOQUIA,TITIRIBI,FAJARDO VALDERRAMA SERGIO,1066,2869,37.15580341582433
ANTIOQUIA,TITIRIBI,MORALES HOYOS VIVIANE ALEIDA,2,2869,0.06971070059254096
ANTIOQUIA,TITIRIBI,PETRO URREGO GUSTAVO FRANCISCO,110,2869,3.8340885325897522
ANTIOQUIA,TITIRIBI,TRUJILLO SARMIENTO JORGE ANTONIO,1,2869,0.03485535029627048
ANTIOQUIA,TITIRIBI,VARGAS LLERAS GERMAN,167,2869,5.82084349947717
ANTIOQUIA,TOLEDO,DE LA CALLE LOMBANA HUMBERTO,49,1465,3.3447098976109215
ANTIOQUIA,TOLEDO,DUQUE MARQUEZ IVAN,944,1465,64.43686006825938
ANTIOQUIA,TOLEDO,FAJARDO VALDERRAMA SERGIO,285,1465,19.453924914675767
ANTIOQUIA,TOLEDO,MORALES HOYOS VIVIANE ALEIDA,4,1465,0.27303754266211605
ANTIOQUIA,TOLEDO,PETRO URREGO GUSTAVO FRANCISCO,124,1465,8.464163822525597
ANTIOQUIA,TOLEDO,TRUJILLO SARMIENTO JORGE ANTONIO,6,1465,0.40955631399317405
ANTIOQUIA,TOLEDO,VARGAS LLERAS GERMAN,53,1465,3.6177474402730376
ANTIOQUIA,TURBO,DE LA CALLE LOMBANA HUMBERTO,569,32841,1.7325903596114614
ANTIOQUIA,TURBO,DUQUE MARQUEZ IVAN,11967,32841,36.4392070887001
ANTIOQUIA,TURBO,FAJARDO VALDERRAMA SERGIO,2491,32841,7.58503090648884
ANTIOQUIA,TURBO,MORALES HOYOS VIVIANE ALEIDA,154,32841,0.4689260375749825
ANTIOQUIA,TURBO,PETRO URREGO GUSTAVO FRANCISCO,13132,32841,39.98660211321214
ANTIOQUIA,TURBO,TRUJILLO SARMIENTO JORGE ANTONIO,212,32841,0.6455345452330927
ANTIOQUIA,TURBO,VARGAS LLERAS GERMAN,4316,32841,13.142108949179379
ANTIOQUIA,URAMITA,DE LA CALLE LOMBANA HUMBERTO,132,2600,5.076923076923077
ANTIOQUIA,URAMITA,DUQUE MARQUEZ IVAN,1256,2600,48.30769230769231
ANTIOQUIA,URAMITA,FAJARDO VALDERRAMA SERGIO,184,2600,7.076923076923077
ANTIOQUIA,URAMITA,MORALES HOYOS VIVIANE ALEIDA,9,2600,0.34615384615384615
ANTIOQUIA,URAMITA,PETRO URREGO GUSTAVO FRANCISCO,99,2600,3.807692307692308
ANTIOQUIA,URAMITA,TRUJILLO SARMIENTO JORGE ANTONIO,6,2600,0.23076923076923078
ANTIOQUIA,URAMITA,VARGAS LLERAS GERMAN,914,2600,35.15384615384615
ANTIOQUIA,URRAO,DE LA CALLE LOMBANA HUMBERTO,177,7773,2.277113083751447
ANTIOQUIA,URRAO,DUQUE MARQUEZ IVAN,4898,7773,63.012993696127616
ANTIOQUIA,URRAO,FAJARDO VALDERRAMA SERGIO,1457,7773,18.744371542518977
ANTIOQUIA,URRAO,MORALES HOYOS VIVIANE ALEIDA,21,7773,0.2701659590891548
ANTIOQUIA,URRAO,PETRO URREGO GUSTAVO FRANCISCO,515,7773,6.625498520519748
ANTIOQUIA,URRAO,TRUJILLO SARMIENTO JORGE ANTONIO,25,7773,0.3216261417728033
ANTIOQUIA,URRAO,VARGAS LLERAS GERMAN,680,7773,8.74823105622025
ANTIOQUIA,VALDIVIA,DE LA CALLE LOMBANA HUMBERTO,81,2536,3.194006309148265
ANTIOQUIA,VALDIVIA,DUQUE MARQUEZ IVAN,1357,2536,53.50946372239748
ANTIOQUIA,VALDIVIA,FAJARDO VALDERRAMA SERGIO,581,2536,22.910094637223974
ANTIOQUIA,VALDIVIA,MORALES HOYOS VIVIANE ALEIDA,22,2536,0.8675078864353312
ANTIOQUIA,VALDIVIA,PETRO URREGO GUSTAVO FRANCISCO,327,2536,12.894321766561514
ANTIOQUIA,VALDIVIA,TRUJILLO SARMIENTO JORGE ANTONIO,14,2536,0.5520504731861199
ANTIOQUIA,VALDIVIA,VARGAS LLERAS GERMAN,154,2536,6.072555205047318
ANTIOQUIA,VALPARAISO,DE LA CALLE LOMBANA HUMBERTO,73,2605,2.802303262955854
ANTIOQUIA,VALPARAISO,DUQUE MARQUEZ IVAN,1393,2605,53.47408829174665
ANTIOQUIA,VALPARAISO,FAJARDO VALDERRAMA SERGIO,655,2605,25.143953934740882
ANTIOQUIA,VALPARAISO,MORALES HOYOS VIVIANE ALEIDA,5,2605,0.19193857965451055
ANTIOQUIA,VALPARAISO,PETRO URREGO GUSTAVO FRANCISCO,244,2605,9.366602687140114
ANTIOQUIA,VALPARAISO,TRUJILLO SARMIENTO JORGE ANTONIO,5,2605,0.19193857965451055
ANTIOQUIA,VALPARAISO,VARGAS LLERAS GERMAN,230,2605,8.829174664107486
ANTIOQUIA,VEGACHI,DE LA CALLE LOMBANA HUMBERTO,53,3551,1.4925373134328357
ANTIOQUIA,VEGACHI,DUQUE MARQUEZ IVAN,2466,3551,69.44522669670515
ANTIOQUIA,VEGACHI,FAJARDO VALDERRAMA SERGIO,689,3551,19.402985074626866
ANTIOQUIA,VEGACHI,MORALES HOYOS VIVIANE ALEIDA,4,3551,0.11264432554210081
ANTIOQUIA,VEGACHI,PETRO URREGO GUSTAVO FRANCISCO,174,3551,4.900028161081385
ANTIOQUIA,VEGACHI,TRUJILLO SARMIENTO JORGE ANTONIO,10,3551,0.28161081385525205
ANTIOQUIA,VEGACHI,VARGAS LLERAS GERMAN,155,3551,4.364967614756407
ANTIOQUIA,VENECIA,DE LA CALLE LOMBANA HUMBERTO,130,4588,2.8334786399302527
ANTIOQUIA,VENECIA,DUQUE MARQUEZ IVAN,2763,4588,60.222319093286835
ANTIOQUIA,VENECIA,FAJARDO VALDERRAMA SERGIO,787,4588,17.153443766346992
ANTIOQUIA,VENECIA,MORALES HOYOS VIVIANE ALEIDA,12,4588,0.26155187445510025
ANTIOQUIA,VENECIA,PETRO URREGO GUSTAVO FRANCISCO,183,4588,3.988666085440279
ANTIOQUIA,VENECIA,TRUJILLO SARMIENTO JORGE ANTONIO,10,4588,0.2179598953792502
ANTIOQUIA,VENECIA,VARGAS LLERAS GERMAN,703,4588,15.32258064516129
ANTIOQUIA,VIGIA DEL FUERTE,DE LA CALLE LOMBANA HUMBERTO,50,2021,2.4740227610094014
ANTIOQUIA,VIGIA DEL FUERTE,DUQUE MARQUEZ IVAN,148,2021,7.323107372587828
ANTIOQUIA,VIGIA DEL FUERTE,FAJARDO VALDERRAMA SERGIO,612,2021,30.282038594755072
ANTIOQUIA,VIGIA DEL FUERTE,MORALES HOYOS VIVIANE ALEIDA,14,2021,0.6927263730826323
ANTIOQUIA,VIGIA DEL FUERTE,PETRO URREGO GUSTAVO FRANCISCO,590,2021,29.193468579910935
ANTIOQUIA,VIGIA DEL FUERTE,TRUJILLO SARMIENTO JORGE ANTONIO,19,2021,0.9401286491835725
ANTIOQUIA,VIGIA DEL FUERTE,VARGAS LLERAS GERMAN,588,2021,29.09450766947056
ANTIOQUIA,YALI,DE LA CALLE LOMBANA HUMBERTO,67,2332,2.873070325900515
ANTIOQUIA,YALI,DUQUE MARQUEZ IVAN,1599,2332,68.56775300171527
ANTIOQUIA,YALI,FAJARDO VALDERRAMA SERGIO,277,2332,11.878216123499143
ANTIOQUIA,YALI,MORALES HOYOS VIVIANE ALEIDA,10,2332,0.42881646655231564
ANTIOQUIA,YALI,PETRO URREGO GUSTAVO FRANCISCO,121,2332,5.188679245283019
ANTIOQUIA,YALI,TRUJILLO SARMIENTO JORGE ANTONIO,5,2332,0.21440823327615782
ANTIOQUIA,YALI,VARGAS LLERAS GERMAN,253,2332,10.849056603773585
ANTIOQUIA,YARUMAL,DE LA CALLE LOMBANA HUMBERTO,281,13908,2.020419902214553
ANTIOQUIA,YARUMAL,DUQUE MARQUEZ IVAN,8591,13908,61.770204199022146
ANTIOQUIA,YARUMAL,FAJARDO VALDERRAMA SERGIO,3801,13908,27.329594477998278
ANTIOQUIA,YARUMAL,MORALES HOYOS VIVIANE ALEIDA,21,13908,0.15099223468507333
ANTIOQUIA,YARUMAL,PETRO URREGO GUSTAVO FRANCISCO,784,13908,5.6370434282427375
ANTIOQUIA,YARUMAL,TRUJILLO SARMIENTO JORGE ANTONIO,28,13908,0.20132297958009776
ANTIOQUIA,YARUMAL,VARGAS LLERAS GERMAN,402,13908,2.8904227782571184
ANTIOQUIA,YOLOMBO,DE LA CALLE LOMBANA HUMBERTO,87,5788,1.5031098825155493
ANTIOQUIA,YOLOMBO,DUQUE MARQUEZ IVAN,3684,5788,63.64892881824464
ANTIOQUIA,YOLOMBO,FAJARDO VALDERRAMA SERGIO,1235,5788,21.337249481686246
ANTIOQUIA,YOLOMBO,MORALES HOYOS VIVIANE ALEIDA,22,5788,0.38009675190048375
ANTIOQUIA,YOLOMBO,PETRO URREGO GUSTAVO FRANCISCO,418,5788,7.221838286109191
ANTIOQUIA,YOLOMBO,TRUJILLO SARMIENTO JORGE ANTONIO,43,5788,0.7429163787145819
ANTIOQUIA,YOLOMBO,VARGAS LLERAS GERMAN,299,5788,5.1658604008293025
ANTIOQUIA,YONDO,DE LA CALLE LOMBANA HUMBERTO,76,6612,1.1494252873563218
ANTIOQUIA,YONDO,DUQUE MARQUEZ IVAN,2800,6612,42.34724742891712
ANTIOQUIA,YONDO,FAJARDO VALDERRAMA SERGIO,1198,6612,18.11857229280097
ANTIOQUIA,YONDO,MORALES HOYOS VIVIANE ALEIDA,20,6612,0.3024803387779794
ANTIOQUIA,YONDO,PETRO URREGO GUSTAVO FRANCISCO,2095,6612,31.684815486993344
ANTIOQUIA,YONDO,TRUJILLO SARMIENTO JORGE ANTONIO,75,6612,1.134301270417423
ANTIOQUIA,YONDO,VARGAS LLERAS GERMAN,348,6612,5.263157894736842
ANTIOQUIA,ZARAGOZA,DE LA CALLE LOMBANA HUMBERTO,93,5141,1.8089865784866759
ANTIOQUIA,ZARAGOZA,DUQUE MARQUEZ IVAN,2293,5141,44.60221746741879
ANTIOQUIA,ZARAGOZA,FAJARDO VALDERRAMA SERGIO,1355,5141,26.356739933865008
ANTIOQUIA,ZARAGOZA,MORALES HOYOS VIVIANE ALEIDA,11,5141,0.21396615444466055
ANTIOQUIA,ZARAGOZA,PETRO URREGO GUSTAVO FRANCISCO,1021,5141,19.85994942618168
ANTIOQUIA,ZARAGOZA,TRUJILLO SARMIENTO JORGE ANTONIO,25,5141,0.48628671464695583
ANTIOQUIA,ZARAGOZA,VARGAS LLERAS GERMAN,343,5141,6.671853724956234
ARAUCA,ARAUCA,DE LA CALLE LOMBANA HUMBERTO,382,34656,1.1022622345337028
ARAUCA,ARAUCA,DUQUE MARQUEZ IVAN,24562,34656,70.87373037857803
ARAUCA,ARAUCA,FAJARDO VALDERRAMA SERGIO,5353,34656,15.446098799630656
ARAUCA,ARAUCA,MORALES HOYOS VIVIANE ALEIDA,76,34656,0.21929824561403508
ARAUCA,ARAUCA,PETRO URREGO GUSTAVO FRANCISCO,2699,34656,7.78797322253001
ARAUCA,ARAUCA,TRUJILLO SARMIENTO JORGE ANTONIO,80,34656,0.23084025854108958
ARAUCA,ARAUCA,VARGAS LLERAS GERMAN,1504,34656,4.339796860572484
ARAUCA,ARAUQUITA,DE LA CALLE LOMBANA HUMBERTO,319,10950,2.91324200913242
ARAUCA,ARAUQUITA,DUQUE MARQUEZ IVAN,4085,10950,37.30593607305936
ARAUCA,ARAUQUITA,FAJARDO VALDERRAMA SERGIO,1292,10950,11.799086757990867
ARAUCA,ARAUQUITA,MORALES HOYOS VIVIANE ALEIDA,35,10950,0.31963470319634707
ARAUCA,ARAUQUITA,PETRO URREGO GUSTAVO FRANCISCO,4679,10950,42.730593607305934
ARAUCA,ARAUQUITA,TRUJILLO SARMIENTO JORGE ANTONIO,94,10950,0.8584474885844748
ARAUCA,ARAUQUITA,VARGAS LLERAS GERMAN,446,10950,4.073059360730594
ARAUCA,CRAVO NORTE,DE LA CALLE LOMBANA HUMBERTO,10,1325,0.7547169811320755
ARAUCA,CRAVO NORTE,DUQUE MARQUEZ IVAN,988,1325,74.56603773584905
ARAUCA,CRAVO NORTE,FAJARDO VALDERRAMA SERGIO,62,1325,4.679245283018868
ARAUCA,CRAVO NORTE,MORALES HOYOS VIVIANE ALEIDA,3,1325,0.22641509433962265
ARAUCA,CRAVO NORTE,PETRO URREGO GUSTAVO FRANCISCO,178,1325,13.433962264150942
ARAUCA,CRAVO NORTE,TRUJILLO SARMIENTO JORGE ANTONIO,1,1325,0.07547169811320754
ARAUCA,CRAVO NORTE,VARGAS LLERAS GERMAN,83,1325,6.264150943396227
ARAUCA,FORTUL,DE LA CALLE LOMBANA HUMBERTO,189,4614,4.096228868660598
ARAUCA,FORTUL,DUQUE MARQUEZ IVAN,1531,4614,33.18162115301257
ARAUCA,FORTUL,FAJARDO VALDERRAMA SERGIO,604,4614,13.090593844820111
ARAUCA,FORTUL,MORALES HOYOS VIVIANE ALEIDA,20,4614,0.43346337234503685
ARAUCA,FORTUL,PETRO URREGO GUSTAVO FRANCISCO,2082,4614,45.123537061118334
ARAUCA,FORTUL,TRUJILLO SARMIENTO JORGE ANTONIO,27,4614,0.5851755526657998
ARAUCA,FORTUL,VARGAS LLERAS GERMAN,161,4614,3.4893801473775463
ARAUCA,PUERTO RONDON,DE LA CALLE LOMBANA HUMBERTO,14,1548,0.9043927648578811
ARAUCA,PUERTO RONDON,DUQUE MARQUEZ IVAN,1274,1548,82.29974160206717
ARAUCA,PUERTO RONDON,FAJARDO VALDERRAMA SERGIO,117,1548,7.55813953488372
ARAUCA,PUERTO RONDON,MORALES HOYOS VIVIANE ALEIDA,1,1548,0.06459948320413438
ARAUCA,PUERTO RONDON,PETRO URREGO GUSTAVO FRANCISCO,73,1548,4.715762273901809
ARAUCA,PUERTO RONDON,TRUJILLO SARMIENTO JORGE ANTONIO,2,1548,0.12919896640826875
ARAUCA,PUERTO RONDON,VARGAS LLERAS GERMAN,67,1548,4.328165374677003
ARAUCA,SARAVENA,DE LA CALLE LOMBANA HUMBERTO,357,15397,2.318633500032474
ARAUCA,SARAVENA,DUQUE MARQUEZ IVAN,7734,15397,50.23056439566149
ARAUCA,SARAVENA,FAJARDO VALDERRAMA SERGIO,2394,15397,15.548483470806001
ARAUCA,SARAVENA,MORALES HOYOS VIVIANE ALEIDA,49,15397,0.3182438137299474
ARAUCA,SARAVENA,PETRO URREGO GUSTAVO FRANCISCO,4302,15397,27.940507891147625
ARAUCA,SARAVENA,TRUJILLO SARMIENTO JORGE ANTONIO,75,15397,0.4871078781580827
ARAUCA,SARAVENA,VARGAS LLERAS GERMAN,486,15397,3.156459050464376
ARAUCA,TAME,DE LA CALLE LOMBANA HUMBERTO,290,16602,1.7467774966871459
ARAUCA,TAME,DUQUE MARQUEZ IVAN,9547,16602,57.505119865076495
ARAUCA,TAME,FAJARDO VALDERRAMA SERGIO,2277,16602,13.715215034333214
ARAUCA,TAME,MORALES HOYOS VIVIANE ALEIDA,39,16602,0.23491145645102998
ARAUCA,TAME,PETRO URREGO GUSTAVO FRANCISCO,3801,16602,22.894831947958078
ARAUCA,TAME,TRUJILLO SARMIENTO JORGE ANTONIO,52,16602,0.31321527526804
ARAUCA,TAME,VARGAS LLERAS GERMAN,596,16602,3.589928924225997
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,DE LA CALLE LOMBANA HUMBERTO,50,1151,4.344048653344918
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,DUQUE MARQUEZ IVAN,722,1151,62.728062554300614
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,FAJARDO VALDERRAMA SERGIO,146,1151,12.68462206776716
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,MORALES HOYOS VIVIANE ALEIDA,3,1151,0.26064291920069504
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,PETRO URREGO GUSTAVO FRANCISCO,134,1151,11.642050390964378
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,TRUJILLO SARMIENTO JORGE ANTONIO,5,1151,0.4344048653344918
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,VARGAS LLERAS GERMAN,91,1151,7.90616854908775
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,DE LA CALLE LOMBANA HUMBERTO,575,11197,5.135304099312315
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,DUQUE MARQUEZ IVAN,4969,11197,44.377958381709384
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,FAJARDO VALDERRAMA SERGIO,1855,11197,16.56693757256408
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,MORALES HOYOS VIVIANE ALEIDA,28,11197,0.25006698222738233
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,PETRO URREGO GUSTAVO FRANCISCO,2227,11197,19.889256050727873
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,TRUJILLO SARMIENTO JORGE ANTONIO,130,11197,1.1610252746271321
